aX,aY,aZ,gX,gY,gZ
1.011,-0.916,-1.670,43.152,-310.974,333.984
1.149,-1.181,-1.801,3.662,-269.714,312.866
1.299,-1.362,-1.870,-22.400,-235.107,292.725
1.434,-1.528,-1.913,-33.813,-212.219,274.109
1.598,-1.745,-2.005,-36.133,-199.036,258.728
1.631,-2.016,-2.151,-35.339,-192.322,247.192
1.590,-2.250,-2.323,-31.860,-183.777,230.286
1.490,-2.426,-2.360,-31.616,-170.471,202.271
1.353,-2.505,-2.375,-41.077,-153.564,165.588
1.216,-2.501,-2.322,-55.420,-132.874,123.108
1.085,-2.141,-2.324,-71.594,-108.276,84.412
0.663,-2.090,-1.964,-82.153,-82.214,52.856
0.600,-1.852,-1.992,-103.577,-48.828,6.592
0.603,-1.357,-2.004,-107.849,-9.827,-22.034
0.345,-0.986,-1.721,-83.252,9.705,-25.635
0.298,-0.852,-1.537,-59.387,32.532,-26.489
0.346,-0.776,-1.365,-44.617,46.326,-31.006
0.302,-0.695,-1.298,-39.734,47.791,-29.907
0.248,-0.622,-1.263,-41.504,45.776,-27.222
0.187,-0.586,-1.225,-40.833,43.030,-27.588
0.155,-0.575,-1.197,-38.940,42.419,-32.166
0.134,-0.557,-1.187,-39.856,44.800,-38.147
0.094,-0.544,-1.192,-42.542,52.185,-43.274
0.056,-0.518,-1.170,-42.725,63.416,-48.767
0.044,-0.482,-1.127,-41.199,76.050,-55.054
0.046,-0.457,-1.071,-40.161,89.172,-61.340
0.067,-0.428,-1.010,-39.124,101.135,-66.772
0.097,-0.402,-0.949,-37.109,109.436,-70.435
0.129,-0.386,-0.889,-35.156,113.525,-70.984
0.173,-0.382,-0.842,-33.203,113.586,-66.711
0.186,-0.403,-0.822,-28.198,109.863,-60.669
0.171,-0.441,-0.807,-20.386,102.173,-56.519
0.201,-0.472,-0.786,-16.174,90.515,-56.274
0.213,-0.479,-0.763,-17.578,74.402,-59.570
0.183,-0.456,-0.790,-20.142,59.265,-61.401
0.175,-0.437,-0.827,-19.470,48.218,-63.171
0.192,-0.437,-0.851,-18.066,42.114,-64.453
0.203,-0.435,-0.869,-16.907,39.551,-64.270
0.200,-0.431,-0.892,-14.099,39.124,-63.782
0.196,-0.435,-0.922,-9.705,40.649,-63.477
0.178,-0.441,-0.926,-5.249,41.992,-62.439
0.181,-0.441,-0.899,-4.639,42.542,-61.279
0.181,-0.428,-0.879,-8.118,42.297,-59.021
0.177,-0.437,-0.877,-12.512,41.199,-54.749
0.154,-0.451,-0.900,-11.536,39.185,-51.086
0.119,-0.428,-0.887,-7.629,37.842,-47.546
0.100,-0.461,-0.874,-11.169,38.940,-45.532
0.114,-0.470,-0.891,-15.503,38.635,-43.884
0.100,-0.480,-0.911,-18.860,35.095,-42.908
0.972,-0.471,3.511,-154.541,164.429,90.637
1.439,-0.853,3.953,-107.483,63.660,128.418
2.097,-1.382,3.900,-13.306,-69.824,140.930
2.860,-1.830,3.289,91.248,-228.943,117.676
3.597,-2.087,2.360,174.133,-383.606,68.237
3.794,-2.176,1.396,223.511,-506.958,9.949
3.530,-2.031,0.587,235.413,-574.402,-56.335
3.434,-1.542,-0.081,215.515,-581.848,-138.489
3.392,-0.964,-0.693,190.247,-581.360,-218.689
3.163,-0.455,-1.344,159.668,-596.863,-266.113
2.650,0.073,-2.264,110.229,-600.281,-269.775
2.112,0.418,-3.022,71.716,-572.632,-251.160
1.733,0.653,-3.605,53.345,-515.320,-237.793
1.449,0.885,-3.997,53.040,-458.496,-241.333
1.183,1.269,-4.000,54.626,-411.133,-237.549
0.780,1.458,-4.000,51.575,-373.962,-207.764
0.365,1.445,-4.000,33.936,-335.876,-181.641
0.122,1.378,-4.000,-0.427,-285.095,-166.565
-0.063,1.350,-4.000,-34.180,-229.736,-156.982
-0.272,1.325,-4.000,-46.143,-174.255,-145.813
-0.367,1.195,-4.000,-32.898,-115.906,-132.996
-0.357,1.043,-4.000,-10.620,-56.335,-120.056
-0.317,0.902,-3.999,7.935,-4.150,-108.887
-0.287,0.752,-3.799,17.639,39.429,-95.032
-0.276,0.610,-3.493,18.982,79.285,-77.942
-0.220,0.452,-3.109,20.935,116.211,-65.430
-0.165,0.308,-2.714,24.597,146.240,-58.960
-0.159,0.210,-2.395,27.527,169.373,-54.443
-0.133,0.129,-2.153,31.189,190.002,-48.645
-0.110,0.041,-1.963,37.659,209.412,-41.199
-0.112,-0.039,-1.826,43.213,227.173,-34.363
-0.102,-0.112,-1.712,42.236,243.042,-29.968
-0.050,-0.130,-1.639,32.776,259.216,-27.466
-0.026,-0.109,-1.584,20.630,274.292,-24.109
-0.021,-0.082,-1.496,9.033,289.917,-20.203
0.019,-0.041,-1.371,-1.282,305.725,-18.677
0.086,0.012,-1.206,-7.996,317.200,-21.057
0.114,0.095,-1.073,-15.320,322.144,-22.705
0.159,0.186,-0.914,-23.010,323.425,-20.630
0.224,0.234,-0.758,-28.442,323.364,-15.503
0.312,0.257,-0.652,-31.250,318.115,-8.118
0.369,0.248,-0.577,-30.151,306.458,2.014
0.423,0.231,-0.504,-29.846,293.274,14.832
0.489,0.223,-0.408,-32.349,278.625,26.672
0.529,0.218,-0.307,-37.231,260.803,37.781
0.563,0.225,-0.191,-43.152,242.615,46.936
0.608,0.240,-0.066,-47.791,224.915,52.979
0.647,0.295,0.038,-49.133,205.383,56.458
0.709,0.374,0.167,-43.579,179.626,58.105
0.749,0.431,0.325,-31.128,147.095,59.143
0.763,0.466,0.432,-15.381,109.680,60.913
0.797,0.497,0.502,1.648,69.031,62.866
0.857,0.523,0.563,19.714,26.245,66.162
0.931,0.571,0.614,38.452,-15.930,74.219
0.969,0.626,0.660,61.157,-60.486,87.280
1.008,0.707,0.709,87.097,-108.154,101.746
1.057,0.771,0.736,115.051,-160.278,115.234
1.097,0.880,0.699,140.747,-217.468,128.662
1.158,0.976,0.604,162.292,-275.391,145.630
1.216,1.096,0.412,177.795,-332.947,168.579
1.211,1.183,0.162,188.538,-385.315,201.111
1.169,1.175,-0.102,189.758,-421.509,244.995
1.147,1.090,-0.369,182.800,-433.960,293.640
1.234,0.919,-0.473,173.279,-426.208,335.449
1.371,0.687,-0.585,162.292,-415.222,364.746
1.394,0.363,-0.980,158.875,-409.546,373.291
1.356,-0.056,-1.408,162.537,-401.917,356.750
1.331,-0.508,-1.827,146.423,-383.850,323.303
1.388,-0.904,-2.192,103.149,-355.713,287.903
1.361,-1.147,-2.509,43.701,-330.933,264.343
1.411,-1.283,-2.735,-3.662,-301.575,249.878
1.476,-1.464,-2.927,-20.569,-269.226,239.563
1.489,-1.798,-3.046,-13.794,-236.938,231.689
1.511,-2.145,-3.050,-3.479,-203.247,215.149
1.445,-2.349,-2.981,-4.639,-171.936,187.927
1.232,-2.350,-2.863,-23.437,-145.996,156.860
1.061,-2.160,-2.623,-50.354,-122.803,124.329
0.786,-1.887,-2.418,-66.833,-101.379,97.778
0.459,-1.837,-2.024,-74.768,-85.083,73.364
0.369,-1.697,-2.088,-98.145,-57.312,40.833
0.415,-1.268,-2.018,-104.797,-24.475,14.404
0.014,-0.947,-1.661,-79.346,-10.132,14.587
-0.003,-0.856,-1.525,-59.204,20.081,6.897
0.152,-0.789,-1.410,-49.500,46.387,-9.399
0.121,-0.638,-1.282,-48.645,51.819,-15.930
0.084,-0.516,-1.198,-52.979,51.758,-17.944
0.101,-0.470,-1.097,-55.176,49.255,-22.766
0.067,-0.437,-1.049,-55.420,43.701,-27.161
0.041,-0.409,-1.046,-56.519,40.527,-30.273
0.024,-0.410,-1.036,-57.922,41.565,-33.142
0.043,-0.385,-1.030,-59.875,46.814,-36.438
0.066,-0.325,-1.010,-60.242,53.101,-39.001
0.050,-0.284,-0.997,-58.044,58.899,-39.856
0.046,-0.282,-0.985,-53.589,65.918,-39.734
0.068,-0.295,-0.959,-48.584,73.425,-41.199
0.111,-0.287,-0.922,-45.532,77.759,-43.091
0.178,-0.266,-0.908,-43.518,78.430,-43.091
0.199,-0.257,-0.921,-37.903,74.951,-39.551
0.196,-0.269,-0.916,-30.579,68.726,-33.508
0.189,-0.307,-0.870,-23.499,59.631,-28.381
0.190,-0.336,-0.830,-18.677,51.941,-25.330
0.195,-0.329,-0.800,-16.541,44.495,-24.231
0.250,-0.298,-0.791,-15.137,35.828,-23.743
0.281,-0.308,-0.827,-10.620,26.550,-22.278
0.232,-0.327,-0.897,-2.563,20.691,-18.311
0.213,-0.352,-0.922,5.493,19.226,-13.794
0.219,-0.362,-0.926,7.568,21.545,-10.498
0.240,-0.354,-0.910,5.798,23.743,-8.484
0.272,-0.372,-0.904,4.089,23.315,-7.935
0.277,-0.421,-0.942,3.723,22.095,-9.766
0.260,-0.457,-0.984,3.540,21.912,-15.259
0.258,-0.459,-0.997,-1.892,22.644,-21.667
0.266,-0.426,-1.001,-11.536,23.804,-26.550
0.271,-0.374,-1.014,-18.982,25.146,-29.419
0.253,-0.342,-1.034,-19.653,27.161,-29.541
0.238,-0.328,-1.039,-15.503,29.236,-28.259
0.229,-0.321,-1.027,-9.705,30.273,-26.306
0.228,-0.316,-1.013,-5.554,29.846,-23.804
0.244,-0.310,-1.000,-2.808,27.344,-21.057
0.708,-0.057,2.676,-174.194,130.859,127.930
0.928,-0.269,2.966,-120.605,69.519,158.264
1.295,-0.579,3.068,-46.448,-15.015,177.795
1.671,-0.870,2.978,30.701,-123.108,181.335
2.159,-1.037,2.599,99.915,-246.277,168.213
2.641,-1.201,2.022,155.334,-373.474,143.799
2.963,-1.361,1.313,195.190,-484.558,110.779
3.114,-1.382,0.536,220.520,-565.002,59.937
3.214,-1.304,-0.078,238.892,-604.126,-7.812
3.186,-1.145,-0.525,250.488,-610.901,-76.355
3.144,-0.818,-0.882,256.165,-602.417,-138.794
3.078,-0.566,-1.237,253.540,-598.022,-188.110
2.847,-0.258,-2.001,238.037,-598.145,-220.520
2.495,-0.072,-2.646,221.924,-585.754,-246.033
2.276,0.206,-3.335,198.059,-535.583,-257.874
2.238,0.734,-4.000,182.495,-476.501,-262.573
1.874,0.927,-4.000,178.345,-434.570,-239.136
1.243,0.949,-4.000,140.991,-394.836,-195.435
0.886,1.077,-4.000,73.730,-331.177,-180.237
0.654,1.163,-4.000,25.024,-262.329,-187.134
0.308,1.214,-4.000,5.066,-199.951,-177.368
0.009,1.191,-4.000,-4.272,-135.925,-158.630
-0.180,1.125,-4.000,-2.747,-72.449,-146.057
-0.153,1.079,-3.920,14.099,-21.729,-133.240
-0.319,0.879,-3.831,32.288,19.836,-116.577
-0.177,0.700,-3.654,39.673,67.261,-111.572
-0.212,0.577,-3.407,41.321,103.088,-96.130
-0.195,0.433,-3.080,40.833,132.629,-77.026
-0.207,0.285,-2.735,41.992,159.729,-60.791
-0.238,0.135,-2.434,43.701,188.660,-48.096
-0.231,-0.033,-2.211,41.992,219.604,-42.725
-0.126,-0.169,-2.023,35.767,252.197,-48.035
0.004,-0.229,-1.857,23.071,279.297,-54.504
0.133,-0.247,-1.652,11.108,299.133,-56.885
0.142,-0.219,-1.432,3.113,310.669,-52.246
0.111,-0.207,-1.242,-1.038,316.162,-46.509
0.169,-0.212,-1.121,-4.944,319.031,-44.495
0.231,-0.187,-1.026,-7.935,318.420,-41.870
0.258,-0.182,-0.937,-11.169,314.453,-37.598
0.319,-0.183,-0.833,-17.578,311.768,-33.875
0.369,-0.166,-0.707,-28.687,307.495,-33.508
0.380,-0.098,-0.613,-43.945,302.063,-35.156
0.397,-0.013,-0.509,-58.899,298.035,-37.415
0.437,0.062,-0.396,-70.984,294.434,-38.147
0.570,0.202,-0.295,-79.773,288.513,-37.476
0.606,0.320,-0.200,-81.116,275.452,-29.541
0.595,0.362,-0.078,-72.998,250.000,-16.418
0.618,0.415,0.051,-63.782,220.337,-5.432
0.639,0.428,0.150,-54.565,186.768,5.066
0.682,0.508,0.190,-46.021,151.611,14.832
0.750,0.578,0.272,-31.921,116.455,25.757
0.809,0.607,0.340,-12.329,77.820,40.955
0.859,0.647,0.338,6.042,37.292,57.617
0.945,0.738,0.345,24.780,-1.770,72.021
0.979,0.815,0.373,47.424,-41.260,91.248
0.970,0.861,0.360,71.777,-85.144,117.004
0.933,0.875,0.343,92.529,-132.141,144.653
0.926,0.901,0.323,106.567,-177.429,171.936
0.903,0.933,0.299,115.662,-222.595,198.792
0.858,1.014,0.213,119.446,-265.564,226.379
0.857,1.074,0.116,121.643,-301.819,257.629
0.868,1.071,0.003,125.061,-330.566,295.715
0.862,0.983,-0.094,128.967,-351.318,337.463
0.935,0.871,-0.183,131.836,-365.173,370.422
1.050,0.633,-0.366,137.390,-375.122,387.878
1.037,0.354,-0.578,146.301,-381.042,391.663
1.028,0.024,-0.795,147.034,-382.629,382.446
0.983,-0.382,-1.122,130.249,-377.563,362.488
0.915,-0.725,-1.449,98.022,-362.915,332.642
1.012,-0.936,-1.718,51.819,-338.562,299.805
1.183,-1.038,-1.993,10.742,-309.387,275.146
1.333,-1.169,-2.224,-3.052,-276.855,257.568
1.519,-1.385,-2.352,-1.160,-244.202,242.798
1.656,-1.674,-2.443,-0.366,-217.529,229.797
1.666,-1.960,-2.553,-4.395,-197.815,213.440
1.584,-2.167,-2.651,-13.428,-177.612,188.965
1.452,-2.268,-2.644,-27.954,-151.794,158.203
1.396,-2.243,-2.535,-42.969,-120.850,123.230
1.248,-2.115,-2.421,-50.659,-89.417,88.623
0.912,-2.128,-2.132,-56.885,-62.805,54.810
0.806,-1.933,-2.163,-81.848,-26.733,10.498
0.813,-1.500,-2.096,-92.041,8.118,-27.283
0.511,-1.047,-1.825,-77.698,26.367,-41.931
0.387,-0.762,-1.622,-65.491,49.622,-49.744
0.379,-0.559,-1.424,-54.932,69.214,-55.420
0.286,-0.368,-1.274,-42.847,75.623,-49.927
0.196,-0.259,-1.153,-32.532,75.012,-39.673
0.156,-0.226,-1.062,-25.696,68.726,-34.485
0.129,-0.202,-1.010,-24.780,59.326,-33.386
0.077,-0.178,-0.990,-29.663,51.025,-32.532
0.036,-0.152,-0.982,-36.072,47.363,-32.288
0.038,-0.133,-0.995,-37.842,49.377,-33.508
0.000,-0.142,-0.976,-35.889,53.772,-33.142
-0.027,-0.151,-0.974,-34.058,61.401,-31.067
-0.007,-0.167,-0.957,-32.288,72.327,-30.518
0.033,-0.194,-0.942,-31.311,84.167,-31.433
0.097,-0.210,-0.890,-29.175,93.384,-32.288
0.177,-0.223,-0.811,-25.391,97.839,-33.630
0.267,-0.241,-0.725,-20.508,94.177,-34.912
0.297,-0.302,-0.677,-14.832,81.421,-35.950
0.295,-0.327,-0.665,-8.118,62.256,-36.987
0.284,-0.353,-0.654,-8.118,42.053,-37.109
0.275,-0.346,-0.654,-13.489,25.330,-34.668
0.317,-0.346,-0.684,-16.479,13.611,-32.593
0.317,-0.381,-0.766,-11.963,6.897,-32.410
0.280,-0.411,-0.846,-3.418,4.883,-33.264
0.266,-0.448,-0.906,1.526,7.812,-35.522
0.273,-0.469,-0.957,1.038,15.442,-38.635
0.262,-0.475,-0.993,-1.465,23.254,-43.396
0.267,-0.442,-1.031,-5.493,30.640,-49.255
0.275,-0.416,-1.007,-7.141,34.973,-54.932
0.286,-0.397,-0.979,-13.062,39.490,-58.167
0.259,-0.380,-0.933,-23.987,43.213,-58.777
0.223,-0.349,-0.906,-33.203,43.152,-57.617
0.199,-0.327,-0.894,-40.222,40.771,-55.908
0.158,-0.310,-0.918,-44.861,37.964,-52.612
0.116,-0.299,-0.956,-44.739,37.170,-49.072
0.098,-0.327,-0.968,-39.856,39.490,-46.082
0.106,-0.380,-0.991,-33.813,43.640,-44.800
-0.264,-0.674,-1.586,52.063,53.528,-65.796
-0.275,-0.640,-1.601,49.377,64.087,-68.420
-0.298,-0.574,-1.619,45.044,73.669,-70.801
-0.325,-0.518,-1.626,40.894,82.520,-72.510
-0.342,-0.486,-1.629,37.598,93.262,-71.838
-0.366,-0.453,-1.615,33.691,106.018,-69.580
-0.379,-0.419,-1.588,26.367,120.850,-66.467
-0.399,-0.383,-1.492,14.465,137.512,-61.951
-0.416,-0.306,-1.400,-1.526,155.029,-57.678
-0.450,-0.242,-1.262,-17.456,173.706,-53.101
-0.443,-0.201,-1.048,-31.494,192.261,-50.232
-0.425,-0.141,-0.862,-40.955,208.435,-50.476
-0.410,-0.105,-0.694,-43.945,220.581,-51.941
-0.351,-0.083,-0.526,-45.227,230.713,-51.453
-0.304,-0.048,-0.356,-47.729,239.319,-45.837
-0.271,-0.017,-0.197,-49.683,245.728,-36.743
-0.225,-0.002,-0.028,-49.500,250.793,-26.672
-0.152,-0.007,0.152,-50.293,252.502,-16.663
-0.095,0.009,0.340,-57.800,249.390,-6.287
-0.016,0.006,0.545,-70.313,238.892,3.479
0.093,-0.000,0.801,-82.703,220.825,13.855
0.184,-0.020,1.104,-93.323,194.641,27.710
0.290,-0.047,1.401,-103.027,159.241,46.875
0.429,-0.098,1.642,-109.253,118.164,69.031
0.573,-0.170,1.821,-106.445,73.853,92.773
0.709,-0.256,1.961,-85.266,26.855,116.089
0.928,-0.438,2.076,-43.152,-23.926,134.460
1.244,-0.646,2.168,12.939,-85.205,142.639
1.669,-0.942,2.152,71.655,-161.316,139.404
2.226,-1.297,1.893,124.207,-248.535,126.404
2.668,-1.653,1.557,162.476,-341.736,105.957
2.730,-1.813,0.985,177.185,-424.194,77.820
2.724,-1.776,0.521,190.857,-470.581,32.471
2.793,-1.830,0.144,205.994,-486.450,-25.696
2.730,-1.755,-0.180,202.698,-489.685,-85.510
2.558,-1.533,-0.525,173.401,-487.854,-138.916
2.346,-1.102,-1.042,131.226,-481.628,-183.044
1.997,-0.544,-1.678,101.013,-467.163,-211.975
1.659,-0.006,-2.460,102.844,-438.965,-222.778
1.418,0.438,-3.338,134.521,-403.931,-223.022
1.090,0.684,-4.000,169.739,-371.948,-204.956
0.811,0.641,-4.000,168.274,-337.769,-189.026
0.646,0.556,-4.000,115.784,-303.833,-188.293
0.435,0.668,-4.000,34.851,-272.400,-193.665
0.175,0.919,-4.000,-27.710,-234.802,-195.190
-0.074,1.026,-4.000,-40.161,-186.096,-189.697
-0.206,0.966,-4.000,-14.343,-128.296,-179.932
-0.250,0.850,-4.000,19.348,-70.557,-167.664
-0.286,0.747,-3.866,43.457,-22.156,-154.602
-0.305,0.699,-3.666,53.650,16.296,-143.188
-0.296,0.627,-3.424,55.664,47.668,-132.141
-0.338,0.549,-3.259,51.331,76.843,-120.544
-0.291,0.440,-3.038,42.786,110.962,-109.070
-0.281,0.305,-2.733,39.734,143.738,-96.497
-0.248,0.172,-2.432,43.640,171.753,-86.548
-0.252,0.067,-2.165,52.979,195.740,-81.238
-0.250,-0.036,-1.971,62.012,218.079,-76.477
-0.182,-0.121,-1.783,64.880,243.103,-70.496
-0.093,-0.165,-1.622,62.622,266.907,-63.538
-0.050,-0.167,-1.478,57.251,284.607,-56.091
-0.014,-0.176,-1.346,49.744,294.128,-49.927
0.034,-0.176,-1.245,38.086,299.927,-44.067
0.064,-0.157,-1.163,24.414,304.993,-39.490
0.105,-0.137,-1.065,13.245,311.035,-38.269
0.187,-0.090,-0.945,0.610,318.787,-38.330
0.243,-0.026,-0.814,-13.672,324.158,-37.109
0.334,0.041,-0.682,-27.161,325.623,-35.889
0.435,0.101,-0.511,-38.696,321.411,-31.799
0.493,0.139,-0.320,-46.753,309.448,-23.804
0.537,0.169,-0.161,-52.124,289.612,-13.916
0.567,0.181,-0.050,-56.763,264.648,-2.197
0.586,0.194,0.006,-61.157,239.136,9.949
0.633,0.219,0.059,-63.477,216.797,20.020
0.676,0.218,0.143,-61.340,195.801,27.039
0.742,0.209,0.252,-56.335,172.913,30.701
0.801,0.233,0.353,-52.063,146.790,30.701
0.842,0.290,0.442,-45.837,115.967,29.053
0.878,0.353,0.506,-33.997,81.055,25.696
0.885,0.445,0.544,-14.282,42.908,23.132
0.878,0.578,0.577,8.911,3.784,23.621
0.892,0.727,0.641,34.058,-36.255,29.724
0.904,0.828,0.705,62.439,-84.167,43.884
0.941,1.017,0.707,88.318,-143.860,66.345
0.997,1.234,0.620,111.755,-214.905,101.135
1.033,1.269,0.460,135.376,-291.321,151.062
1.120,1.303,0.231,152.039,-364.868,206.482
1.244,1.263,-0.004,155.579,-423.401,262.085
1.335,1.177,-0.208,153.137,-464.539,317.322
1.333,1.115,-0.457,151.123,-487.244,363.892
1.406,0.966,-0.566,152.710,-493.774,402.344
1.571,0.615,-0.672,147.461,-490.051,435.547
1.543,0.174,-1.046,147.888,-479.614,443.298
1.476,-0.344,-1.365,157.166,-465.881,413.818
1.410,-0.970,-1.748,137.451,-442.627,368.103
1.289,-1.438,-2.219,79.773,-404.236,317.932
1.250,-1.595,-2.410,3.601,-354.553,265.503
1.393,-1.385,-2.380,-73.059,-292.114,227.356
1.498,-1.081,-2.192,-104.309,-234.802,208.740
1.534,-1.138,-1.934,-85.632,-208.435,206.177
1.569,-1.434,-1.880,-61.646,-203.369,206.421
1.421,-1.775,-1.993,-47.729,-205.933,207.642
1.187,-1.990,-2.099,-39.978,-204.468,201.050
1.199,-2.003,-2.169,-40.222,-191.833,179.138
1.264,-1.896,-2.089,-46.143,-177.856,152.832
0.951,-1.949,-1.875,-56.519,-169.800,132.202
0.691,-2.033,-2.257,-82.825,-143.188,103.943
1.161,-1.884,-2.467,-87.402,-93.018,58.533
0.907,-1.553,-2.133,-63.293,-69.702,35.156
0.561,-1.298,-2.001,-52.124,-42.786,23.254
0.561,-1.164,-1.972,-54.871,5.066,-6.409
0.630,-0.941,-1.891,-51.636,47.913,-29.541
0.528,-0.737,-1.602,-39.795,72.205,-38.574
0.501,-0.588,-1.391,-35.522,90.393,-42.358
0.469,-0.509,-1.163,-36.255,96.741,-46.082
0.382,-0.430,-1.025,-40.710,93.018,-46.753
0.297,-0.374,-0.966,-46.082,88.440,-47.302
0.215,-0.341,-0.929,-49.072,85.449,-48.340
0.164,-0.328,-0.903,-49.011,85.938,-49.927
0.125,-0.333,-0.885,-46.082,89.294,-52.124
0.836,-0.173,2.475,-160.828,214.050,129.883
1.071,-0.285,2.900,-136.536,161.804,179.199
1.503,-0.585,3.261,-72.998,78.003,214.417
2.115,-1.058,3.166,21.240,-53.528,219.910
2.727,-1.391,2.681,120.667,-222.534,185.669
3.237,-1.520,1.835,195.923,-401.855,126.038
3.482,-1.479,0.947,243.713,-541.687,59.143
3.615,-1.250,0.205,272.522,-626.465,-9.827
3.639,-0.925,-0.497,305.481,-667.847,-79.895
3.477,-0.680,-1.330,344.177,-691.101,-150.085
3.116,-0.589,-2.216,350.342,-699.341,-211.365
2.529,-0.285,-3.276,299.255,-659.302,-242.371
2.030,0.012,-4.000,211.304,-581.116,-243.408
1.476,0.164,-4.000,118.774,-470.581,-208.374
1.457,0.617,-4.000,67.688,-345.459,-183.411
1.308,0.942,-4.000,88.196,-263.245,-175.293
0.724,0.856,-4.000,124.268,-240.356,-159.729
0.585,0.675,-4.000,98.877,-217.529,-160.400
0.568,0.680,-4.000,40.344,-190.979,-160.583
0.310,0.700,-4.000,4.028,-165.039,-151.306
0.115,0.705,-4.000,-2.319,-120.728,-145.630
-0.187,0.727,-3.899,11.047,-66.711,-141.968
-0.153,0.694,-3.814,28.809,0.610,-141.663
-0.062,0.638,-3.624,50.964,60.669,-140.869
-0.069,0.553,-3.312,66.040,100.525,-130.005
-0.095,0.475,-2.974,66.467,127.197,-116.333
-0.152,0.390,-2.685,56.030,148.804,-101.013
-0.231,0.270,-2.431,47.302,173.767,-86.060
-0.248,0.123,-2.235,42.419,205.811,-74.585
-0.187,-0.012,-2.031,41.748,239.929,-68.665
-0.127,-0.088,-1.797,44.922,268.311,-64.392
-0.094,-0.148,-1.570,50.049,287.781,-63.660
-0.084,-0.191,-1.416,52.795,299.805,-66.467
-0.081,-0.203,-1.319,49.377,309.326,-68.298
-0.052,-0.208,-1.210,38.025,318.909,-66.467
-0.003,-0.165,-1.101,20.508,327.759,-62.744
0.038,-0.085,-0.964,1.892,332.825,-59.875
0.056,-0.027,-0.809,-13.611,334.167,-57.861
0.104,0.039,-0.643,-26.062,334.229,-57.678
0.151,0.130,-0.543,-35.217,329.895,-59.326
0.188,0.230,-0.477,-38.269,320.557,-59.814
0.278,0.305,-0.375,-39.551,309.631,-54.626
0.358,0.369,-0.235,-40.649,297.668,-41.199
0.418,0.398,-0.097,-41.199,280.457,-25.513
0.469,0.407,0.020,-43.091,257.507,-11.169
0.510,0.434,0.100,-47.607,231.384,0.549
0.572,0.461,0.150,-53.589,203.796,10.071
0.655,0.504,0.187,-57.739,176.208,17.029
0.761,0.577,0.236,-59.021,147.644,22.400
0.872,0.666,0.284,-58.899,118.408,27.344
0.981,0.772,0.344,-55.786,88.196,33.569
1.059,0.893,0.422,-46.997,57.312,44.189
1.093,1.015,0.504,-28.687,24.780,60.974
1.083,1.154,0.694,0.000,-13.855,81.970
1.260,1.272,0.837,38.513,-66.772,106.934
1.395,1.295,0.886,86.060,-152.283,150.452
1.395,1.284,0.770,124.390,-260.193,206.909
1.538,1.300,0.550,145.203,-362.183,253.601
1.596,1.232,0.237,153.625,-449.524,299.255
1.638,1.144,-0.046,149.963,-511.353,342.651
1.624,1.063,-0.357,140.015,-541.321,382.690
1.529,0.821,-0.622,128.418,-542.542,424.438
1.472,0.505,-0.865,116.394,-515.259,460.632
1.383,-0.030,-1.230,119.324,-470.459,474.182
1.184,-0.635,-1.773,139.771,-416.138,449.463
1.168,-1.263,-2.078,148.682,-358.459,389.954
1.380,-1.640,-2.223,104.370,-299.316,323.364
1.571,-1.708,-2.224,23.010,-251.770,272.156
1.670,-1.649,-2.183,-45.837,-223.877,235.413
1.651,-1.636,-2.179,-77.881,-207.764,211.731
1.581,-1.804,-2.217,-77.087,-196.289,200.439
1.427,-2.068,-2.271,-62.927,-177.673,192.993
1.295,-2.291,-2.260,-48.889,-150.391,176.086
1.321,-2.387,-2.170,-46.082,-124.023,144.104
1.283,-2.157,-2.176,-55.176,-110.291,112.976
0.944,-2.232,-1.750,-66.711,-108.643,86.182
0.784,-2.192,-1.966,-101.807,-99.365,44.312
0.967,-1.672,-2.172,-117.798,-69.885,4.700
0.476,-1.177,-1.863,-87.769,-55.908,3.723
0.303,-1.062,-1.728,-62.073,-22.949,6.165
0.455,-1.039,-1.581,-48.462,18.005,-5.005
0.403,-0.906,-1.374,-36.621,36.133,-9.949
0.323,-0.750,-1.263,-34.241,44.800,-9.277
0.302,-0.670,-1.185,-35.950,49.255,-12.329
0.274,-0.612,-1.130,-37.354,47.424,-16.541
0.229,-0.550,-1.102,-39.673,45.959,-19.226
0.187,-0.519,-1.059,-39.673,46.204,-21.606
0.138,-0.514,-1.022,-37.415,48.218,-25.818
0.109,-0.503,-1.009,-36.011,53.162,-31.006
0.089,-0.478,-0.985,-35.950,58.838,-35.522
0.068,-0.477,-0.956,-34.790,64.453,-41.260
0.068,-0.472,-0.934,-33.020,71.533,-49.377
0.093,-0.464,-0.906,-31.250,78.796,-58.533
0.136,-0.423,-0.900,-28.259,84.167,-65.308
0.195,-0.360,-0.877,-22.278,86.060,-66.650
0.225,-0.296,-0.825,-14.099,81.360,-60.791
0.206,-0.287,-0.789,-7.202,69.885,-51.575
0.206,-0.324,-0.764,-0.977,55.847,-46.143
0.242,-0.374,-0.748,1.648,42.786,-43.884
0.250,-0.396,-0.742,-0.610,30.029,-40.955
0.279,-0.398,-0.754,-3.662,19.714,-37.170
0.288,-0.412,-0.832,-2.625,14.709,-35.095
0.275,-0.437,-0.891,3.906,13.733,-34.729
0.281,-0.454,-0.915,9.155,15.991,-33.936
0.289,-0.458,-0.916,9.583,21.118,-32.288
0.329,-0.446,-0.900,7.996,26.428,-31.189
0.380,-0.468,-0.888,6.775,29.236,-32.104
