aX,aY,aZ,gX,gY,gZ
0.308,-0.055,0.506,-89.417,287.537,-45.532
0.322,-0.069,0.574,-95.276,252.563,-29.785
0.383,-0.162,0.622,-88.745,223.022,-13.855
0.425,-0.285,0.670,-75.562,199.280,0.244
0.456,-0.424,0.735,-58.716,175.354,10.925
0.531,-0.609,0.792,-44.250,148.376,15.686
0.550,-0.692,0.834,-34.973,112.427,11.963
0.531,-0.698,0.818,-30.273,67.627,9.705
0.499,-0.671,0.717,-23.437,21.790,13.794
0.458,-0.627,0.520,-9.827,-14.404,24.170
0.431,-0.624,0.323,10.620,-40.161,32.898
0.424,-0.650,0.138,34.668,-57.678,34.546
0.398,-0.682,-0.014,56.335,-70.435,30.762
0.375,-0.700,-0.158,71.350,-79.712,23.682
0.311,-0.685,-0.322,78.308,-85.388,14.587
0.234,-0.614,-0.505,78.796,-84.412,4.150
0.192,-0.545,-0.658,76.294,-77.026,-6.592
0.163,-0.477,-0.773,72.083,-66.956,-14.343
0.099,-0.419,-0.864,66.772,-59.387,-18.982
0.051,-0.370,-0.932,58.289,-55.603,-21.606
0.030,-0.354,-0.984,47.668,-54.810,-21.423
0.020,-0.363,-1.015,35.339,-56.885,-19.226
-0.000,-0.406,-1.019,20.813,-61.340,-15.991
-0.044,-0.459,-1.015,3.784,-67.383,-12.024
-0.116,-0.492,-1.037,-13.733,-74.402,-9.338
-0.173,-0.510,-1.074,-30.396,-77.271,-10.132
-0.215,-0.541,-1.072,-42.053,-73.914,-12.695
-0.261,-0.565,-1.022,-48.889,-67.688,-15.015
-0.281,-0.547,-0.965,-53.284,-62.134,-18.921
-0.285,-0.514,-0.920,-54.688,-60.364,-22.644
-0.273,-0.501,-0.866,-52.673,-62.195,-22.766
-0.274,-0.512,-0.827,-48.401,-65.979,-20.569
-0.292,-0.520,-0.799,-43.091,-71.533,-18.555
-0.310,-0.530,-0.768,-39.185,-77.820,-17.151
